Consumo_T,Aula Medios,Cubiculos,Direccion 1,Direccion 2,Rack,Sala Juntas,Maestros 1,Maestros 2,L1,L2,L3,Aula_Medios_Pred,Cubiculos_Pred,Direccion1_Pred,Direccion2_Pred,Rack_Pred,Sala_Juntas_Pred,Maestros1_Pred,Maestros2_Pred
4.7618,0.0144,2.2536,0.0218,0.0261,0.1533,0.3468,0.0075,0.0118,0.2539,1.0207,0.6519,0.013878000000000015,0.7361470000000003,0.021438999999999975,0.02583300000000003,0.3113389999999996,0.10874599999999988,0.3904339999999997,1.9281970000000015
5.5264,0.0149,2.2979,0.0217,0.0261,0.1533,1.0544,0.0067,0.0115,0.253,1.0349,0.652,1.226403999999998,0.07055999999999987,0.02079299999999998,0.3873469999999991,0.21020600000000011,0.10849699999999991,2.158357000000002,0.4737060000000005
6.0531,0.0144,2.3072,0.0218,0.0262,0.1548,1.5666,0.0081,0.0124,0.2548,1.0335,0.6533,0.6230250000000008,1.8192649999999975,0.021434000000000012,0.11596799999999995,0.18368500000000015,0.953369999999999,0.008284000000000001,0.16727099999999978
6.1688,0.0145,2.3251,0.0219,0.0266,0.1566,1.6674,0.0076,0.0115,0.254,1.0301,0.6535,0.9615829999999993,1.7170139999999998,0.021617,0.07897500000000014,0.16170999999999977,1.0902460000000005,0.007148000000000011,0.010964999999999996
6.2464,0.0148,2.3842,0.0222,0.0264,0.1585,1.6848,0.0095,0.0108,0.2542,1.028,0.653,3.5005050000000053,0.0,0.019626000000000008,0.42594099999999974,0.32131399999999977,0.22175100000000023,0.13962200000000052,0.06295099999999998
6.4918,0.0147,2.3975,0.0221,0.0265,0.1591,1.9122,0.0089,0.0119,0.2545,1.0273,0.6571,0.6704529999999995,1.438499999999999,0.021476000000000023,0.11721700000000013,0.1904829999999999,1.190049999999999,0.008956,0.6119709999999998
6.6853,0.0145,2.3776,0.0221,0.0265,0.1604,2.1348,0.0081,0.0114,0.2462,1.0282,0.6555,3.5885569999999984,0.0,0.019143999999999998,0.4308899999999997,0.31573,0.1181789999999999,0.003177000000000002,0.3270790000000001
5.6205,0.0147,2.3712,0.0222,0.0267,0.161,1.3867,0.0071,0.0118,0.1715,0.7923,0.6553,0.21971100000000005,1.3278720000000004,0.02190800000000002,0.17496700000000004,0.21560899999999997,0.8240680000000005,0.16483499999999995,1.0153879999999993
4.1957,0.0144,2.3499,0.0228,0.0269,0.1621,0.2054,0.0074,0.0109,0.1518,0.5876,0.6565,0.014138,2.4145739999999978,0.02267399999999999,0.02674999999999997,0.18306899999999995,0.1696909999999999,0.006964999999999994,0.010635000000000007
4.0599,0.0146,2.3341,0.0227,0.0268,0.1421,0.112,0.007,0.0116,0.1567,0.5708,0.6615,0.014510999999999972,2.426477000000005,0.022514,0.026585000000000015,0.15552099999999983,0.10878900000000007,0.007445000000000006,0.01137500000000001
3.9563,0.0145,2.3347,0.0231,0.0268,0.0381,0.1101,0.009,0.0111,0.1585,0.571,0.6594,0.01340199999999999,1.3073819999999996,0.022480999999999977,0.026059999999999993,0.21879700000000002,0.10906599999999993,0.0065569999999999995,1.2414039999999986
3.9162,0.0149,2.3166,0.0233,0.0269,0.0311,0.1097,0.0063,0.0117,0.1507,0.571,0.654,0.011961000000000017,0.22551999999999997,0.022201999999999996,0.024565999999999998,0.47112799999999944,0.10543199999999998,0.002800000000000001,2.6005859999999994
3.8463,0.0141,2.3207,0.0232,0.0266,0.0456,0.1094,0.006,0.0122,0.1509,0.4834,0.6542,0.013882000000000007,2.204564999999996,0.022864000000000027,0.02651000000000002,0.10758200000000011,0.10640000000000009,0.006193000000000004,0.15631399999999993
4.2488,0.0137,2.3173,0.0231,0.0267,0.4805,0.1089,0.0054,0.0111,0.276,0.3318,0.6543,0.01408199999999997,0.3172399999999999,0.02194999999999999,0.024929999999999966,0.43318800000000046,0.10569999999999992,0.006127999999999999,2.4843499999999983
4.2963,0.0137,2.3054,0.0228,0.0266,0.58,0.1086,0.0062,0.0108,0.2441,0.3228,0.6553,0.013732000000000024,2.4996570000000036,0.022135000000000012,0.02645099999999998,0.3046179999999998,0.10614199999999985,0.004972000000000005,0.06854299999999994
4.3128,0.0139,2.3141,0.0229,0.0268,0.5961,0.109,0.0049,0.0107,0.2375,0.3223,0.6546,0.014054000000000002,2.298246999999997,0.022694999999999976,0.02668400000000002,0.5118129999999997,0.10785499999999995,0.005892999999999999,0.06885399999999996
4.2408,0.0139,2.307,0.023,0.0266,0.5284,0.1081,0.0063,0.0112,0.2378,0.3223,0.6562,0.013507078571428579,2.2313740809523788,0.022379559523809524,0.027361319047619053,0.4008849119047616,0.10686474285714288,0.03679155238095239,0.25525045476190483
4.1784,0.0135,2.2961,0.0229,0.0265,0.4806,0.1074,0.0054,0.0112,0.2371,0.3219,0.6558,0.013554000000000005,2.1712239999999974,0.022567999999999987,0.026352999999999994,0.4236000000000004,0.10669400000000014,0.005670000000000005,0.3016469999999996
4.1383,0.0137,2.2972,0.0226,0.0265,0.44,0.1075,0.005,0.0113,0.2357,0.3222,0.6566,0.01321576190476191,1.547323404761905,0.02195341666666668,0.02586593452380951,0.3936601190476192,0.10647510714285716,0.005090208333333337,1.0119657916666664
4.0886,0.013,2.2851,0.0226,0.0262,0.4051,0.1073,0.0054,0.0101,0.2363,0.3221,0.6554,0.013188999999999996,2.235569,0.02265699999999999,0.02623400000000002,0.38913800000000004,0.1072440000000002,0.005524000000000002,0.06815300000000009
4.0881,0.0137,2.2826,0.0231,0.0264,0.4031,0.1073,0.0054,0.0118,0.2369,0.3218,0.656,0.013490000000000012,2.2344940000000006,0.022871999999999972,0.026320000000000024,0.3882779999999999,0.1072440000000002,0.005524000000000002,0.06888400000000003
4.0097,0.0134,2.2784,0.0223,0.0266,0.3237,0.1074,0.0037,0.0111,0.2463,0.3217,0.6551,0.013342000000000007,2.195963000000001,0.022040999999999998,0.02620900000000002,0.3277009999999996,0.10614000000000011,0.0042059999999999945,0.18422400000000014
4.0059,0.0137,2.2882,0.0219,0.0264,0.305,0.1074,0.0046,0.0109,0.2451,0.3218,0.6609,0.013790000000000016,2.3424189999999996,0.021996000000000016,0.026407000000000035,0.2770459999999997,0.10657000000000004,0.0054589999999999994,0.010678000000000007
3.9788,0.0132,2.2815,0.0222,0.0263,0.2938,0.1072,0.0053,0.0103,0.2423,0.3218,0.6549,0.013922000000000004,2.4100890000000037,0.02226499999999999,0.026443999999999992,0.1994929999999999,0.10513699999999987,0.006773999999999997,0.010719000000000012
3.8637,0.0133,2.2748,0.0224,0.0263,0.1913,0.1071,0.0053,0.0108,0.2342,0.3217,0.6565,0.013374999999999986,1.704830000000001,0.02220599999999999,0.025896000000000016,0.20368800000000029,0.10709100000000017,0.005678000000000002,0.703643
3.8608,0.0139,2.291,0.0227,0.0262,0.1746,0.1074,0.0054,0.0089,0.2342,0.3219,0.6546,0.013672000000000009,1.6267399999999983,0.022470999999999998,0.02581100000000004,0.24210000000000031,0.10724300000000005,0.005127999999999999,0.8190899999999991
4.041,0.0138,2.2886,0.0228,0.0264,0.1702,0.1075,0.0057,0.0112,0.2324,0.3217,0.8407,0.01412700000000001,2.156029000000002,0.022455999999999986,0.18461199999999997,0.19956200000000007,0.10662699999999996,0.006722000000000002,0.010983999999999996
4.3475,0.0138,2.2981,0.0228,0.0263,0.167,0.1074,0.0072,0.0103,0.2324,0.3216,1.1406,0.01392300000000001,1.7287880000000018,0.02257099999999999,0.02591699999999999,0.25290400000000046,0.1005060000000001,0.007319999999999992,0.7362570000000008
4.1132,0.0133,2.2999,0.0226,0.0261,0.1668,0.1071,0.0066,0.0106,0.2316,0.3214,0.9072,0.014263000000000015,2.2802280000000024,0.022502,0.026197000000000022,0.17029499999999992,0.10457100000000005,0.008220000000000009,0.03942800000000004
3.8563,0.0133,2.2975,0.0224,0.0263,0.1666,0.1068,0.0053,0.0103,0.2323,0.3219,0.6536,0.013542000000000012,2.239954000000003,0.022349999999999995,0.02625899999999999,0.1768200000000003,0.10603699999999985,0.005781000000000004,0.09464300000000024
3.8706,0.0138,2.3123,0.0224,0.0262,0.1667,0.1069,0.0049,0.011,0.2316,0.3219,0.6529,0.013782000000000015,2.1501609999999967,0.022373000000000004,0.026132000000000027,0.18138800000000002,0.10693199999999983,0.005125000000000002,0.20468199999999986
3.8633,0.013,2.304,0.0225,0.0262,0.1674,0.1073,0.005,0.0114,0.2311,0.3216,0.6538,0.013374999999999986,1.704830000000001,0.02220599999999999,0.025896000000000016,0.20368800000000029,0.10709100000000017,0.005678000000000002,0.703643
3.8697,0.0138,2.3071,0.0226,0.0263,0.1681,0.1074,0.0056,0.0118,0.2308,0.322,0.6542,0.013960000000000005,1.8949399999999983,0.022333000000000002,0.026052999999999993,0.19407700000000006,0.10702600000000001,0.0059260000000000024,0.4918050000000003
3.8763,0.0133,2.311,0.0224,0.0265,0.1688,0.1066,0.0053,0.0109,0.2324,0.3216,0.6575,0.013786000000000003,1.3403800000000021,0.021966000000000013,0.025773999999999984,0.2297790000000001,0.10654900000000006,0.006413000000000003,1.1346950000000016
3.8893,0.0136,2.3303,0.0228,0.0263,0.1676,0.106,0.0052,0.0112,0.2312,0.3214,0.6537,0.013779316666666661,1.9611586333333304,0.022529099999999996,0.026100199999999997,0.19802305000000012,0.10585033333333328,0.00570436666666666,0.4581930333333341
3.8817,0.0134,2.3218,0.0226,0.0263,0.1682,0.1066,0.0046,0.0108,0.2317,0.3214,0.6543,0.01368000000000001,2.3030039999999987,0.022480999999999994,0.026371999999999996,0.17103100000000004,0.10631800000000008,0.006125000000000002,0.037509000000000084
3.8703,0.0135,2.3096,0.0224,0.0264,0.1698,0.1049,0.0049,0.0114,0.2313,0.3215,0.6546,0.013782000000000015,2.1501609999999967,0.022373000000000004,0.026132000000000027,0.18138800000000002,0.10693199999999983,0.005125000000000002,0.20468199999999986
3.8589,0.0134,2.2995,0.0224,0.026,0.1707,0.1043,0.0049,0.0109,0.2311,0.3214,0.6543,0.012957000000000002,0.9621069999999995,0.022477999999999995,0.02534900000000002,0.3455260000000002,0.10690699999999997,0.003662999999999996,1.6808420000000015
3.8569,0.014,2.2883,0.0225,0.0263,0.172,0.1047,0.0055,0.0107,0.231,0.3218,0.6601,0.013823000000000012,2.2590920000000003,0.022401999999999984,0.026269999999999995,0.1776930000000003,0.10518399999999987,0.005839999999999999,0.06838199999999996
3.8621,0.0134,2.3044,0.0225,0.0265,0.1731,0.1015,0.0059,0.0102,0.2305,0.322,0.6521,0.01437299999999998,0.20696999999999996,0.02136100000000003,0.02517999999999999,0.298247,0.10671900000000002,0.007446,2.4271319999999985
1.423,0.0125,0.2381,0.0226,0.0261,0.1736,0.0999,0.0043,0.011,0.2318,0.3219,0.2812,0.013086333333333318,0.15476499999999985,0.02250633333333333,0.02596266666666667,0.22522900000000032,0.10241833333333325,0.0049976666666666746,0.010894999999999993
1.1387,0.0127,0.0,0.023,0.0261,0.174,0.1011,0.0037,0.0121,0.2302,0.3224,0.2334,0.012619999999999998,0.0,0.023079999999999993,0.026341999999999994,0.1892609999999999,0.10509800000000004,0.003693999999999997,0.011513999999999993
1.1657,0.0123,0.0,0.0229,0.0266,0.1778,0.1028,0.0026,0.011,0.2445,0.3281,0.2371,0.013810000000000018,0.0,0.022502999999999974,0.025810999999999983,0.16870676666666665,0.10633770000000002,0.00531863333333334,0.009450099999999994
1.0753,0.0125,0.0,0.0224,0.026,0.1742,0.0999,0.0028,0.0105,0.1719,0.3219,0.2332,0.01245341666666665,0.0,0.022320500000000014,0.025964249999999973,0.23093308333333326,0.1022399166666666,0.002802416666666667,0.010312916666666654
1.0641,0.0127,0.0,0.0228,0.0262,0.1748,0.0979,0.0025,0.0115,0.1614,0.3226,0.2317,0.011930050000000001,0.0,0.022798349999999995,0.025895900000000006,0.3187239500000003,0.1034938,0.0029354500000000018,0.011150249999999997
1.0714,0.0128,0.0,0.0227,0.0261,0.1753,0.0989,0.0032,0.0115,0.1661,0.3224,0.2324,0.012499000000000003,0.0,0.022622999999999983,0.026055000000000002,0.21253299999999992,0.10112800000000016,0.0032149999999999995,0.011014999999999995
1.0673,0.0123,0.0,0.0228,0.0261,0.175,0.0982,0.0035,0.0095,0.1646,0.3229,0.2324,0.012067000000000003,0.0,0.023569000000000017,0.02665800000000003,0.3802619999999996,0.11001899999999983,0.002508000000000004,0.01170000000000001
1.2498,0.0126,0.029,0.0226,0.0262,0.1753,0.1002,0.0037,0.0112,0.1643,0.3221,0.3826,0.013283999999999978,0.01913999999999998,0.022406999999999996,0.026076000000000033,0.226693,0.10318699999999986,0.0048369999999999976,0.011008999999999993
1.6222,0.0123,0.1313,0.0228,0.0262,0.1747,0.099,0.0037,0.0103,0.1641,0.3221,0.6557,0.012075333333333322,0.07878000000000011,0.022434333333333323,0.19964633333333304,0.266876666666667,0.10162533333333344,0.002865666666666667,0.010142333333333326
1.6324,0.0128,0.1309,0.0227,0.0261,0.1748,0.0988,0.0037,0.0113,0.164,0.3229,0.6644,0.012876000000000004,0.08246699999999989,0.022362999999999987,0.21283999999999967,0.24672600000000014,0.10353499999999995,0.003411999999999999,0.010989999999999995
3.4908,0.0136,1.9891,0.0226,0.0263,0.1737,0.0979,0.0045,0.0108,0.1649,0.322,0.6654,0.01270466666666666,1.2409915,0.02206529999999999,0.025789233333333324,0.2354092333333335,0.10634210000000006,0.0037319999999999957,1.2513992666666673
3.8214,0.0134,2.3198,0.0225,0.0261,0.1728,0.0994,0.0066,0.011,0.1641,0.3221,0.6636,0.01338900000000001,2.298757999999998,0.02256299999999998,0.02624500000000001,0.18004500000000004,0.09951799999999991,0.005803000000000006,0.03956300000000002
3.8186,0.0134,2.3246,0.0227,0.0264,0.1743,0.0985,0.0049,0.011,0.16,0.3221,0.6607,0.01340900000000001,2.3011620000000015,0.022663999999999986,0.026421000000000017,0.18194700000000005,0.09935699999999985,0.004991000000000004,0.039812000000000014
3.8084,0.014,2.3215,0.0227,0.0263,0.1742,0.0982,0.0053,0.0105,0.1536,0.3222,0.6599,0.013817000000000008,2.313886999999996,0.022740999999999994,0.02641899999999999,0.1907390000000002,0.09909100000000005,0.005366000000000009,0.010869999999999989
3.7939,0.0137,2.3122,0.0226,0.0263,0.1721,0.0963,0.0052,0.0115,0.1536,0.3219,0.6585,0.013613000000000017,2.3024319999999987,0.022573999999999993,0.026370999999999988,0.20217300000000024,0.09773399999999997,0.0050679999999999935,0.011445999999999991
3.9856,0.0141,2.3217,0.0226,0.0262,0.3472,0.1068,0.004,0.011,0.1532,0.3219,0.6569,0.014149999999999973,2.399461000000001,0.022117000000000005,0.02650000000000001,0.20803499999999978,0.10500199999999987,0.00728099999999999,0.03916599999999995
4.0203,0.0131,2.2909,0.0227,0.0263,0.4204,0.0989,0.0049,0.01,0.1544,0.322,0.6567,0.012776000000000015,1.7823219999999975,0.022406999999999982,0.02589499999999999,0.4249730000000004,0.10129000000000017,0.004585000000000001,0.6749389999999993
3.9177,0.0142,2.2552,0.0227,0.0258,0.396,0.0999,0.0041,0.0116,0.1185,0.3257,0.644,0.013196000000000003,1.3531200000000008,0.022399999999999993,0.02531499999999999,0.4279980000000002,0.10251799999999996,0.0037559999999999968,1.1774590000000016
4.3577,0.0153,2.2838,0.022,0.0262,0.3624,0.099,0.0095,0.0109,0.1096,0.7635,0.6555,0.015293000000000018,1.9889420000000024,0.022082,0.026064000000000018,0.3425000000000002,0.09212200000000009,0.009561999999999984,0.3874939999999998
4.2789,0.0155,2.2977,0.0222,0.0262,0.3106,0.1002,0.0105,0.0108,0.1084,0.7214,0.6554,0.015006000000000009,2.2595199999999984,0.022174000000000013,0.026156000000000023,0.32089400000000023,0.10210599999999985,0.009009999999999995,0.18568199999999982
4.2648,0.0157,2.3047,0.022,0.0262,0.3014,0.0997,0.01,0.0115,0.1083,0.7106,0.6547,0.014989000000000023,2.4045139999999976,0.02238299999999999,0.026399000000000027,0.2570840000000001,0.10243600000000008,0.008402000000000012,0.011400999999999994
4.3664,0.0159,2.2839,0.0222,0.0263,0.2499,0.1005,0.0108,0.0104,0.1085,0.7041,0.8339,0.015796000000000022,2.215273999999998,0.02222100000000001,0.02627200000000001,0.2504870000000001,0.09816900000000008,0.010653,0.09743500000000006
4.613,0.0161,2.2905,0.0223,0.0265,0.182,0.1012,0.0102,0.0109,0.1077,0.7011,1.1445,0.015993000000000007,2.388056999999999,0.022030999999999995,0.026332000000000005,0.23761599999999972,0.10320100000000018,0.010351000000000004,0.03320499999999999
4.361,0.0159,2.2807,0.0224,0.0264,0.1709,0.1006,0.0111,0.0114,0.1077,0.6991,0.9148,0.01568700000000002,2.216123,0.022268,0.026295000000000027,0.23785699999999985,0.09795200000000005,0.010511999999999997,0.09791500000000004
4.1191,0.0158,2.3022,0.0224,0.0262,0.1686,0.1027,0.0108,0.0113,0.1076,0.6975,0.654,0.015247800000000008,2.341411600000002,0.022259200000000003,0.026261600000000013,0.17206159999999993,0.1033833999999999,0.00975780000000001,0.010892199999999994
4.1055,0.0156,2.2932,0.0224,0.0263,0.169,0.101,0.01,0.0111,0.1076,0.6959,0.6534,0.013893000000000018,2.3606079999999956,0.02205800000000002,0.02642700000000002,0.2741700000000003,0.10356900000000005,0.005245,0.011308999999999996
4.1177,0.0157,2.3058,0.0223,0.0264,0.1681,0.1002,0.0104,0.0107,0.1079,0.6957,0.6545,0.015494000000000022,2.3216446666666695,0.022278,0.02634233333333337,0.16984333333333348,0.10158533333333318,0.010108666666666663,0.010779333333333339
4.1042,0.0159,2.2976,0.0223,0.0265,0.1661,0.1007,0.0096,0.0109,0.1072,0.6935,0.6539,0.015110000000000021,2.3218569999999956,0.022216,0.02646999999999999,0.2097770000000002,0.10189399999999992,0.007923000000000015,0.011053
4.1065,0.0155,2.2952,0.0224,0.0265,0.1681,0.1013,0.0089,0.0115,0.1078,0.6929,0.6564,0.014899000000000016,2.319367999999996,0.022310000000000007,0.026475999999999996,0.2159840000000002,0.10233600000000008,0.0076420000000000125,0.011401999999999992
4.1146,0.0156,2.3003,0.0223,0.0264,0.1684,0.1026,0.0104,0.0115,0.1074,0.6943,0.6554,0.014644000000000006,1.726213999999998,0.021942999999999987,0.025966000000000027,0.21998899999999966,0.10332799999999993,0.00855799999999999,0.7255389999999996
4.0985,0.0161,2.2918,0.0225,0.0266,0.1688,0.0975,0.0108,0.0111,0.1072,0.6927,0.6534,0.015416000000000008,2.304388999999997,0.02262299999999999,0.02646400000000003,0.22988099999999992,0.10070600000000007,0.008957000000000019,0.01108599999999999
4.1083,0.0159,2.3022,0.0229,0.0268,0.1693,0.0972,0.0103,0.0114,0.1073,0.6912,0.6538,0.015469000000000009,2.3117520000000003,0.022784999999999972,0.026681000000000007,0.23119399999999987,0.10017300000000011,0.009561999999999989,0.011244999999999998
4.0989,0.0158,2.295,0.0227,0.0264,0.1693,0.0982,0.0096,0.0113,0.1071,0.6903,0.6532,0.015416000000000008,2.304388999999997,0.02262299999999999,0.02646400000000003,0.22988099999999992,0.10070600000000007,0.008957000000000019,0.01108599999999999
4.1337,0.0162,2.3248,0.0225,0.0265,0.1706,0.1005,0.01,0.011,0.1075,0.6908,0.6533,0.015064333333333332,2.357313333333335,0.022178166666666672,0.026419916666666644,0.24309533333333352,0.10294050000000007,0.008395083333333336,0.0803559166666667
4.1261,0.0157,2.3196,0.0224,0.0263,0.1717,0.1001,0.0109,0.0113,0.1071,0.6891,0.6519,0.015436400000000025,2.358863800000002,0.022378600000000005,0.0263388,0.19317380000000012,0.10139319999999996,0.009904400000000006,0.011128600000000004
4.1224,0.0158,2.3167,0.0226,0.0266,0.17,0.1025,0.0105,0.0109,0.1073,0.6875,0.652,0.015739400000000018,2.3219900499999984,0.022565349999999998,0.026506550000000028,0.17079680000000003,0.10256644999999988,0.010188899999999994,0.010954599999999998
4.1134,0.016,2.3102,0.0224,0.0264,0.1711,0.1,0.0112,0.0113,0.1069,0.6857,0.6522,0.015397000000000011,2.2845540000000026,0.022418,0.026323000000000034,0.1721009999999997,0.10158899999999989,0.010152000000000001,0.039721999999999966
4.1212,0.016,2.3176,0.0227,0.0264,0.1717,0.1019,0.0097,0.0112,0.1072,0.6853,0.6515,0.01582540000000001,2.322377049999999,0.022608349999999992,0.02642055000000003,0.17152779999999995,0.10230844999999995,0.009844900000000009,0.0110836
3.8454,0.0138,2.319,0.0223,0.0266,0.1702,0.1001,0.0074,0.0117,0.1426,0.3798,0.6519,0.013774000000000015,2.2039529999999963,0.02254,0.02651000000000002,0.1524379999999999,0.10305199999999999,0.006696999999999998,0.1561339999999998
3.7887,0.0131,2.3152,0.0226,0.0265,0.171,0.1006,0.0057,0.0115,0.1489,0.323,0.6506,0.01338900000000001,2.3198940000000023,0.022530999999999995,0.026397999999999987,0.1740189999999998,0.100771,0.005339999999999997,0.03671999999999996
3.81,0.0133,2.33,0.0226,0.0264,0.1731,0.1011,0.0063,0.0109,0.1532,0.3229,0.6502,0.013281000000000008,2.207435000000001,0.022695999999999987,0.026379000000000027,0.24238800000000021,0.10064800000000003,0.0059319999999999954,0.126069
3.8071,0.0136,2.3184,0.0228,0.0267,0.1763,0.1014,0.0053,0.0118,0.1571,0.3229,0.6508,0.013489000000000004,2.318757999999999,0.022735999999999996,0.026599999999999967,0.18023599999999995,0.10016999999999994,0.005366000000000006,0.011399000000000003
3.8372,0.0134,2.3358,0.0228,0.0265,0.1765,0.1018,0.0066,0.0104,0.1707,0.3231,0.6496,0.013211000000000004,1.7665230000000012,0.022575999999999957,0.026112999999999973,0.36265299999999967,0.10112099999999995,0.0047169999999999955,0.6403779999999994
3.8177,0.0135,2.3232,0.0226,0.0266,0.1784,0.1006,0.0055,0.0115,0.1639,0.3226,0.6493,0.013464000000000005,2.3013859999999977,0.022631999999999996,0.026536000000000014,0.19021000000000002,0.100775,0.005036000000000004,0.03991299999999997
3.8327,0.0137,2.3325,0.0228,0.0264,0.1757,0.1012,0.0052,0.0114,0.1721,0.3228,0.6489,0.013155000000000017,1.766329000000001,0.02224499999999999,0.02598600000000002,0.2353489999999999,0.10281500000000016,0.004481999999999995,0.7546290000000002
3.8176,0.0135,2.3308,0.0228,0.0265,0.178,0.1005,0.004,0.0103,0.1764,0.3224,0.6324,0.013464000000000005,2.3041220000000004,0.02270399999999999,0.026500000000000003,0.19006600000000018,0.10073900000000005,0.0044960000000000035,0.03948099999999998
3.8067,0.0131,2.3246,0.0226,0.0265,0.1769,0.0984,0.0055,0.0109,0.1731,0.3227,0.6324,0.01327900000000001,2.321362000000001,0.022651999999999995,0.026515999999999974,0.18048799999999993,0.09890999999999991,0.005450000000000002,0.011021000000000003
3.8002,0.014,2.3261,0.0228,0.0266,0.1765,0.1003,0.0052,0.0114,0.1612,0.3224,0.6337,0.013542999999999998,2.4001069999999998,0.022550999999999998,0.026499000000000016,0.1888110000000002,0.10098700000000008,0.004639999999999998,0.011445
3.7881,0.0143,2.3049,0.0225,0.0263,0.1776,0.1003,0.0047,0.0116,0.1714,0.3218,0.6327,0.013724999999999985,2.3743160000000016,0.022419999999999992,0.026265,0.17685499999999998,0.10140599999999997,0.004775999999999994,0.03662400000000002
3.7521,0.0143,2.3056,0.023,0.0266,0.175,0.0992,0.0058,0.0111,0.1366,0.3224,0.6325,0.013326,1.4996179999999992,0.022326999999999986,0.025990000000000006,0.2482990000000003,0.10180999999999996,0.004864000000000004,1.0152979999999996
3.6397,0.0135,2.2378,0.0227,0.0264,0.1683,0.0994,0.0048,0.0111,0.1262,0.297,0.6325,0.013208000000000004,2.326553999999996,0.022661999999999977,0.026539999999999998,0.16923199999999994,0.102619,0.004245000000000006,0.010987000000000014
3.6048,0.0138,2.2324,0.0229,0.0266,0.1606,0.1002,0.0048,0.0118,0.1303,0.2801,0.6213,0.013417000000000007,2.271339000000004,0.022799999999999966,0.026586000000000016,0.16365200000000013,0.10180399999999994,0.004448000000000008,0.01145200000000001
3.6854,0.0131,2.2146,0.023,0.0266,0.252,0.1002,0.0049,0.01,0.141,0.2801,0.6199,0.01289100000000001,2.3439939999999964,0.022491999999999988,0.02623500000000002,0.22154999999999986,0.10115899999999987,0.004487999999999999,0.010291000000000003
3.8391,0.0135,2.2289,0.0231,0.0265,0.4001,0.0992,0.0051,0.0113,0.1316,0.2801,0.6197,0.013314000000000001,1.7988760000000013,0.022596999999999957,0.026170999999999976,0.35464999999999974,0.10097199999999994,0.005096999999999997,0.5833289999999994
3.8098,0.0133,2.2309,0.023,0.0266,0.3749,0.0994,0.0057,0.0113,0.1255,0.28,0.6192,0.013281000000000008,2.171758999999998,0.022839999999999982,0.02645100000000002,0.3150360000000002,0.100036,0.005716,0.126213
4.2563,0.0141,2.2583,0.0228,0.0265,0.3612,0.1,0.0059,0.0111,0.1233,0.2799,1.0532,0.013755000000000007,2.457800999999997,0.022265999999999994,0.026545999999999976,0.30132400000000026,0.10419499999999994,0.006030000000000005,0.06791700000000002
4.2556,0.0136,2.266,0.0228,0.0267,0.2932,0.1001,0.0059,0.0102,0.126,0.28,1.1111,0.013345999999999983,1.7156279999999997,0.022287999999999985,0.026191999999999962,0.31469300000000006,0.10228100000000002,0.005668000000000006,0.7577609999999996
3.7948,0.0135,2.275,0.0225,0.0265,0.2834,0.1002,0.0046,0.0113,0.1283,0.2799,0.6496,0.013574000000000004,2.2896880000000013,0.02254899999999998,0.026449999999999987,0.24245000000000025,0.09912599999999992,0.004836999999999993,0.011367999999999996
2.5344,0.0133,1.058,0.0226,0.0265,0.2654,0.104,0.0048,0.0116,0.1253,0.28,0.6229,0.09486100000000003,0.7194400000000004,0.022295999999999993,0.21382999999999996,0.28767399999999976,0.10456099999999992,0.005395000000000007,0.01102900000000001
1.08,0.012,0.0,0.023,0.0263,0.1832,0.107,0.0035,0.0114,0.2298,0.2805,0.2033,0.012130000000000007,0.0,0.023045999999999994,0.026384000000000005,0.2625949999999998,0.10774299999999995,0.0034410000000000018,0.011174
1.1105,0.012,0.0,0.0232,0.0737,0.1706,0.1069,0.0022,0.011,0.2297,0.2803,0.2009,0.011837000000000007,0.0,0.02311200000000004,0.05868999999999994,0.23639800000000016,0.10704499999999985,0.002288000000000002,0.010742
1.5296,0.0117,0.0,0.0226,0.513,0.1653,0.1066,0.004,0.0109,0.2134,0.2806,0.2015,0.012352000000000012,0.0,0.022318,0.36832800000000043,0.2193989999999997,0.10749600000000012,0.0046600000000000035,0.010802999999999998
1.5683,0.0123,0.0,0.0228,0.5407,0.166,0.1047,0.0036,0.0103,0.226,0.2802,0.2017,0.012973999999999984,0.0,0.022709999999999998,0.42887800000000026,0.2177090000000003,0.10698299999999993,0.004525999999999999,0.01046399999999999
1.5727,0.0116,0.0,0.0232,0.5502,0.1635,0.1074,0.0039,0.0104,0.2202,0.2804,0.2019,0.01148200000000001,0.0,0.022167000000000017,0.37606399999999957,0.199553,0.10414600000000003,0.003953,0.010080999999999996
1.6338,0.0124,0.0,0.0227,0.6174,0.1642,0.104,0.0039,0.01,0.2175,0.2802,0.2015,0.01269399999999999,0.0,0.022828999999999988,0.4824475000000007,0.19967150000000003,0.1060329999999999,0.0043865000000000015,0.010350500000000006
1.7333,0.0121,0.0,0.0229,0.7196,0.1652,0.1028,0.0027,0.0106,0.2161,0.2801,0.2012,0.01259799999999999,0.0,0.022182000000000004,0.40064699999999975,0.35131399999999985,0.10758899999999985,0.004280999999999997,0.010634000000000003
1.7853,0.0121,0.0,0.0231,0.7608,0.1662,0.1022,0.0045,0.0109,0.212,0.2801,0.2134,0.012200000000000004,0.0,0.022738999999999964,0.6212390000000011,0.22978199999999982,0.10415899999999995,0.004219,0.010691000000000006
