Consumo_T,Aula Medios,Cubiculos,Direccion 1,Direccion 2,Rack,Sala Juntas,Maestros 1,Maestros 2,L1,L2,L3,Aula_Medios_Pred,Cubiculos_Pred,Direccion1_Pred,Direccion2_Pred,Rack_Pred,Sala_Juntas_Pred,Maestros1_Pred,Maestros2_Pred
1.0865,0.0121,0.0,0.0241,0.027,0.4014,0.1108,0.0028,0.0116,0.2178,0.0635,0.2154,0.011999000000000008,0.0,0.02286599999999996,0.02633599999999999,0.22010000000000007,0.1076820000000001,0.0029309999999999974,0.010951999999999996
1.108,0.0126,0.0,0.0237,0.0268,0.3832,0.1105,0.0022,0.0107,0.2173,0.0633,0.2577,0.012407999999999988,0.0,0.023615000000000008,0.028149000000000025,0.3628809999999998,0.10984899999999997,0.002419000000000001,0.010889000000000005
1.5279,0.0123,0.0,0.0235,0.0269,0.3458,0.1107,0.0028,0.0099,0.2169,0.0633,0.7158,0.013956999999999992,0.0,0.021453000000000035,0.03535399999999997,0.326217,0.10538700000000008,0.0072749999999999915,0.010311999999999983
1.372,0.0128,0.0,0.0233,0.0269,0.3033,0.1104,0.0024,0.0112,0.2171,0.0634,0.6012,0.013316999999999983,0.0,0.023233000000000007,0.026718999999999965,0.33209199999999994,0.11027100000000013,0.0039320000000000075,0.011227000000000001
0.9744,0.012,0.0,0.0235,0.027,0.2914,0.1104,0.0025,0.0107,0.2174,0.0636,0.2159,0.0114015,0.0,0.023083799999999977,0.026662183333333346,0.29669533333333326,0.10900611666666668,0.0021740333333333337,0.010556316666666662
0.9226,0.0118,0.0,0.0236,0.0271,0.2401,0.1106,0.0016,0.0115,0.2173,0.0634,0.2156,0.011973850000000003,0.0,0.0231674,0.026533883333333317,0.2587829333333336,0.10900675000000001,0.0025741499999999986,0.011368233333333335
0.8573,0.0121,0.0,0.0234,0.0271,0.1746,0.1106,0.0021,0.0112,0.2172,0.0635,0.2155,0.012116399999999998,0.0,0.023142800000000033,0.02679839999999997,0.21039860000000032,0.1100623999999999,0.0022095999999999978,0.011174400000000003
0.8506,0.012,0.0,0.0234,0.0272,0.166,0.1107,0.0032,0.0119,0.2174,0.0635,0.2153,0.01187950000000001,0.0,0.02352260000000002,0.0268746,0.16833110000000015,0.10958839999999999,0.0030876999999999983,0.011417299999999997
0.9419,0.0121,0.0,0.0234,0.027,0.1639,0.111,0.0035,0.0113,0.2171,0.157,0.2156,0.011567750000000003,0.0,0.02297825,0.026545000000000006,0.2369392499999999,0.10904400000000003,0.0028922500000000025,0.011288999999999995
1.2964,0.0146,0.0,0.0233,0.027,0.1618,0.111,0.0084,0.0117,0.2162,0.5063,0.2161,0.01427066666666666,0.0,0.023005999999999985,0.026531000000000013,0.1836516666666665,0.1095723333333334,0.00728233333333333,0.011175666666666669
1.2574,0.0149,0.0,0.0237,0.0269,0.1609,0.1109,0.0086,0.0106,0.2163,0.4688,0.2158,0.01327811493506493,0.0,0.02272657803030304,0.026314204617604618,0.2558337730519481,0.10892959195526694,0.005828303354978351,0.011005172222222226
1.2473,0.0151,0.0,0.0233,0.0271,0.1609,0.111,0.0078,0.0112,0.216,0.459,0.2159,0.013878999999999976,0.0,0.022597999999999997,0.026349999999999953,0.2053160000000001,0.10765300000000011,0.006014999999999996,0.010924000000000003
1.2419,0.0146,0.0,0.0234,0.0267,0.1612,0.1105,0.0079,0.0115,0.2159,0.4541,0.2161,0.013925,0.0,0.022593999999999993,0.02602899999999998,0.19711399999999973,0.10799800000000008,0.0058799999999999955,0.010950000000000014
1.2388,0.015,0.0,0.0232,0.0268,0.1622,0.1104,0.0081,0.0117,0.2161,0.4501,0.2152,0.013935533333333337,0.0,0.02285366666666665,0.026181333333333338,0.1726947333333335,0.10875306666666662,0.006104533333333334,0.010785733333333339
1.236,0.0144,0.0,0.0233,0.0267,0.1628,0.1106,0.0075,0.0104,0.2159,0.4483,0.2161,0.014477666666666644,0.0,0.02332733333333334,0.026761333333333293,0.1635323333333335,0.11076866666666664,0.007259999999999996,0.01073099999999999
1.2352,0.0147,0.0,0.0234,0.0267,0.1635,0.1104,0.007,0.0103,0.216,0.4473,0.2159,0.013669333333333318,0.0,0.023439999999999996,0.026815000000000012,0.16492688333333339,0.11063976666666665,0.005216366666666662,0.011212616666666675
1.2353,0.0145,0.0,0.0235,0.0268,0.1631,0.1104,0.0073,0.0112,0.2166,0.4461,0.2158,0.013669333333333318,0.0,0.023439999999999996,0.026815000000000012,0.16492688333333339,0.11063976666666665,0.005216366666666662,0.011212616666666675
1.2363,0.0144,0.0,0.0234,0.0268,0.1638,0.1108,0.0089,0.01,0.2175,0.4449,0.2158,0.013191249999999993,0.0,0.023260750000000018,0.02653499999999998,0.16237550000000003,0.1100165,0.005561749999999999,0.011039249999999995
1.2335,0.0148,0.0,0.0232,0.027,0.1648,0.1105,0.0076,0.0099,0.217,0.4433,0.2154,0.013429129761904754,0.0,0.02273004166666667,0.026173729761904765,0.3282516190476192,0.10841649285714289,0.005488759523809523,0.010767911904761906
1.2327,0.0144,0.0,0.0234,0.0268,0.1655,0.1105,0.0076,0.0102,0.2161,0.4424,0.2158,0.011902000000000013,0.0,0.022506000000000005,0.026051000000000005,0.2826269999999999,0.10815900000000013,0.004104000000000005,0.010938000000000003
1.2333,0.0147,0.0,0.0234,0.0268,0.166,0.111,0.0073,0.0107,0.2157,0.4417,0.216,0.013604999999999996,0.0,0.02306600000000002,0.02656466666666667,0.21483933333333355,0.10988166666666677,0.006151999999999994,0.010869666666666672
1.2344,0.0148,0.0,0.0234,0.0268,0.1662,0.1108,0.0085,0.0114,0.2158,0.4406,0.2161,0.014311199999999984,0.0,0.022981400000000013,0.02645920000000002,0.22687130000000016,0.10924719999999992,0.007445999999999993,0.011361299999999998
1.2334,0.0145,0.0,0.0234,0.0269,0.166,0.1107,0.0081,0.0115,0.2159,0.4399,0.2165,0.014407099999999982,0.0,0.023271400000000032,0.026745166666666657,0.19131463333333357,0.11040426666666654,0.007537799999999992,0.01118406666666666
1.2308,0.0147,0.0,0.0232,0.0269,0.1661,0.1108,0.0073,0.0112,0.2158,0.4386,0.2162,0.014444699999999975,0.0,0.02278404999999999,0.026266400000000023,0.28173669999999973,0.11032840000000013,0.007914949999999999,0.011269749999999999
1.2283,0.0147,0.0,0.0234,0.0269,0.1658,0.1106,0.0081,0.0102,0.2156,0.4371,0.2159,0.014537876190476171,0.0,0.022697571428571445,0.02625769523809524,0.254832523809524,0.10941495238095236,0.007137571428571429,0.010146752380952383
1.2252,0.0143,0.0,0.0236,0.0268,0.1646,0.1106,0.0076,0.0103,0.216,0.4359,0.2155,0.013869999999999988,0.0,0.023220000000000022,0.026584000000000007,0.212294,0.10977599999999986,0.006554000000000001,0.010333999999999984
1.2245,0.0145,0.0,0.0233,0.0267,0.1647,0.1107,0.0072,0.0107,0.2159,0.4354,0.2154,0.013641999999999994,0.0,0.02311900000000002,0.026377999999999978,0.29822000000000004,0.10986249999999977,0.0058689999999999975,0.010682000000000007
1.2261,0.0145,0.0,0.0235,0.0269,0.1664,0.1107,0.0068,0.011,0.2157,0.4347,0.2159,0.013813833333333324,0.0,0.023201250000000017,0.026702583333333304,0.1910502499999998,0.10990974999999979,0.006070249999999997,0.01085983333333334
1.2259,0.0144,0.0,0.0233,0.0269,0.1674,0.1107,0.0075,0.0108,0.2159,0.4329,0.2161,0.013706166666666656,0.0,0.023097250000000017,0.026713916666666636,0.18270025000000023,0.10989374999999978,0.006381249999999996,0.010740166666666676
1.1083,0.0133,0.0,0.0237,0.027,0.1694,0.1106,0.0043,0.0112,0.3042,0.2291,0.2155,0.012845000000000004,0.0,0.023610000000000006,0.028276000000000016,0.23381399999999966,0.10995799999999986,0.0036470000000000057,0.011149
0.9551,0.0118,0.0,0.0237,0.0269,0.1704,0.1104,0.0023,0.0116,0.3194,0.0635,0.2151,0.011865488095238099,0.0,0.023054111904761917,0.026335845238095224,0.19170425714285727,0.10849274761904767,0.002884300000000001,0.011122026190476203
0.9409,0.0119,0.0,0.0236,0.0269,0.1707,0.1104,0.0027,0.0106,0.3059,0.0634,0.2148,0.011405538095238093,0.0,0.02250641865079365,0.02608719444444444,0.2925114992063493,0.10920570317460322,0.0031074063492063475,0.010685547222222223
0.9395,0.0117,0.0,0.0236,0.0269,0.1697,0.1104,0.0022,0.0117,0.3047,0.0636,0.215,0.0112872261904762,0.0,0.023196578571428567,0.026533930952380932,0.22400061666666674,0.10942949761904762,0.0024789666666666676,0.011277078571428577
0.9396,0.0122,0.0,0.0235,0.0269,0.17,0.1106,0.0016,0.0114,0.3046,0.0637,0.2151,0.011808916666666678,0.0,0.02227008333333333,0.025746583333333333,0.29272758333333326,0.10631408333333332,0.0032783333333333354,0.01111591666666667
0.9397,0.0122,0.0,0.0236,0.0267,0.1684,0.1106,0.0036,0.0114,0.3043,0.0634,0.2155,0.011558960714285716,0.0,0.023033914285714285,0.026305113095238083,0.21746273095238083,0.1082599988095238,0.002825250000000001,0.011216557142857138
0.9362,0.0119,0.0,0.0235,0.027,0.168,0.1103,0.0016,0.0107,0.3043,0.0635,0.2154,0.01140919761904762,0.0,0.022909509523809525,0.026202246825396815,0.26493911230158723,0.10841952579365083,0.002462123809523809,0.011046673015873011
1.0992,0.0117,0.0,0.0235,0.0269,0.2664,0.1106,0.0016,0.0111,0.3038,0.0633,0.2803,0.011535000000000007,0.0,0.02333033333333334,0.02669266666666665,0.26392533333333357,0.10977633333333323,0.002065666666666666,0.010827666666666675
1.7085,0.0122,0.0,0.0233,0.027,0.4142,0.1102,0.0027,0.0105,0.3176,0.0755,0.7153,0.012145999999999995,0.0,0.023042000000000007,0.090957,0.3661450000000003,0.10222100000000003,0.0027230000000000006,0.010586999999999984
1.502,0.0116,0.0,0.0239,0.0268,0.3869,0.1103,0.003,0.0106,0.3265,0.0788,0.5236,0.011829000000000027,0.0,0.023711999999999997,0.02672300000000001,0.43184799999999973,0.10968900000000004,0.003265000000000002,0.010660000000000018
1.1644,0.0112,0.0,0.0234,0.0269,0.3707,0.1104,0.0016,0.011,0.3169,0.0773,0.215,0.01214800000000001,0.0,0.02314600000000002,0.026660999999999966,0.32296986666666627,0.10944840000000011,0.0032099333333333287,0.010849200000000003
1.0911,0.0116,0.0,0.0234,0.0269,0.3084,0.11,0.0026,0.0112,0.3048,0.0771,0.2151,0.01146658333333333,0.0,0.023259433333333353,0.026305883333333332,0.38514626666666657,0.10877863333333333,0.0027029999999999975,0.01087530000000001
1.0751,0.0116,0.0,0.0233,0.0268,0.2955,0.1102,0.0019,0.0113,0.3007,0.0787,0.2151,0.011874500000000008,0.0,0.02296700000000003,0.026517500000000003,0.2781925000000001,0.10779350000000004,0.0021965000000000023,0.010977499999999987
1.0472,0.0115,0.0,0.0232,0.027,0.2703,0.1105,0.0016,0.0115,0.3001,0.0765,0.215,0.011687783333333333,0.0,0.022968800000000032,0.026555800000000004,0.27780106666666654,0.10897511666666666,0.0019415333333333324,0.011143133333333326
0.9581,0.0117,0.0,0.0234,0.0269,0.1801,0.1105,0.0023,0.0113,0.2995,0.0774,0.215,0.011749642857142866,0.0,0.02316192857142858,0.02682941666666665,0.24914880952380944,0.11074410714285714,0.0026884642857142853,0.011277357142857143
0.9439,0.0116,0.0,0.0237,0.027,0.1675,0.1107,0.0019,0.0106,0.299,0.0771,0.2148,0.011513000000000016,0.0,0.023266999999999996,0.026536,0.2258210000000002,0.10955999999999982,0.002218000000000004,0.010858000000000017
0.9423,0.0118,0.0,0.0237,0.0268,0.1655,0.1106,0.003,0.0102,0.2986,0.0771,0.215,0.01143703095238096,0.0,0.022802192857142852,0.026152664285714278,0.27223570476190473,0.10919033333333332,0.0026090047619047613,0.010613628571428568
0.9409,0.0113,0.0,0.0233,0.0267,0.1648,0.1104,0.003,0.0112,0.2983,0.0771,0.2148,0.011405538095238093,0.0,0.02250641865079365,0.02608719444444444,0.2925114992063493,0.10920570317460322,0.0031074063492063475,0.010685547222222223
0.9427,0.0116,0.0,0.0239,0.027,0.1646,0.1106,0.0027,0.011,0.2993,0.077,0.215,0.01210897619047619,0.0,0.023000095238095226,0.026373552380952393,0.2708657904761905,0.11018824761904757,0.002281409523809525,0.011127466666666664
0.9421,0.0119,0.0,0.0234,0.0268,0.1648,0.1105,0.0027,0.0113,0.2988,0.077,0.2149,0.01158100000000001,0.0,0.023003333333333355,0.026582666666666678,0.22777633333333305,0.10993500000000006,0.002815666666666665,0.011189999999999993
0.9387,0.012,0.0,0.0234,0.0268,0.1636,0.1104,0.003,0.0111,0.297,0.0768,0.2146,0.011486210173160176,0.0,0.022761732251082245,0.02611119231601732,0.27145361807359314,0.10862272911255416,0.0031107755411255416,0.01085661883116883
0.9372,0.0118,0.0,0.0236,0.0269,0.1637,0.1102,0.0022,0.0108,0.2968,0.0769,0.2143,0.011457673629148625,0.0,0.023023838131313135,0.026481524891774893,0.23486267734487742,0.10902611316738822,0.0024929056637806642,0.011170246464646474
0.9358,0.0113,0.0,0.0234,0.0269,0.1638,0.1102,0.0016,0.0107,0.2966,0.0769,0.2144,0.01157166666666666,0.0,0.023341166666666687,0.026769333333333298,0.1815241666666666,0.10990783333333344,0.001882166666666665,0.010937333333333344
0.9369,0.0116,0.0,0.0236,0.0269,0.1629,0.1101,0.0014,0.0108,0.2964,0.0791,0.2141,0.011540145238095233,0.0,0.02302117857142857,0.026450526190476175,0.23803122619047604,0.10918987857142849,0.002174509523809525,0.010803750000000003
0.9224,0.0121,0.0,0.0236,0.0268,0.1632,0.1105,0.0016,0.0108,0.2957,0.0635,0.2146,0.011656400000000003,0.0,0.023025966666666665,0.026517433333333344,0.22742750000000012,0.10918055000000004,0.0019445999999999984,0.010923083333333337
0.9242,0.0118,0.0,0.0237,0.0268,0.165,0.1105,0.0016,0.0109,0.2956,0.0636,0.2147,0.011906386507936503,0.0,0.023036081746031733,0.02645995158730159,0.2444634611111112,0.10940918571428565,0.002661481746031745,0.011426250793650799
0.9248,0.0114,0.0,0.0237,0.0269,0.1657,0.1103,0.0019,0.0113,0.2953,0.0635,0.2148,0.011786742063492069,0.0,0.023153035317460303,0.02650328095238094,0.25444024047619046,0.10977440158730156,0.0025853103174603167,0.011222442857142854
0.9243,0.0118,0.0,0.0236,0.0268,0.1648,0.1104,0.0025,0.0108,0.2949,0.0635,0.2152,0.01161658748196248,0.0,0.023355411724386706,0.02664184069264069,0.2290351987734487,0.11020980952380958,0.0026860251082251076,0.011241189935064925
0.9234,0.0117,0.0,0.0236,0.0269,0.1651,0.1106,0.0019,0.0109,0.2946,0.0634,0.2147,0.011707943578643592,0.0,0.02309233672438669,0.02643088152958155,0.25533794011544014,0.11017673333333329,0.0029343935064935055,0.011082171139971135
0.9246,0.0119,0.0,0.0236,0.0269,0.1652,0.1104,0.0027,0.0104,0.2946,0.0635,0.2154,0.011925498412698424,0.0,0.02323289126984128,0.026650400793650796,0.21526709206349204,0.11032022738095236,0.0030588511904761895,0.010783444047619046
0.924,0.0125,0.0,0.0235,0.027,0.165,0.1103,0.0014,0.0108,0.2944,0.0636,0.2155,0.011814359487734486,0.0,0.022866377272727268,0.026270086760461754,0.26394158997114,0.10889531298701298,0.0029017469336219326,0.010707134740259742
0.9237,0.0115,0.0,0.0236,0.027,0.1653,0.1106,0.0023,0.0105,0.2943,0.0634,0.2152,0.011578235714285718,0.0,0.02311682619047617,0.026454275000000013,0.24466891428571422,0.10918706071428572,0.0025025928571428572,0.010734974999999997
0.9238,0.012,0.0,0.0237,0.0268,0.1654,0.1105,0.0019,0.011,0.2939,0.0635,0.2151,0.01173281666666667,0.0,0.022942366666666655,0.02627835714285714,0.22257945476190463,0.10862037142857142,0.0028256809523809524,0.011311264285714284
0.9227,0.0112,0.0,0.0234,0.0268,0.1652,0.1104,0.0023,0.0112,0.2938,0.0634,0.215,0.011371873015873012,0.0,0.02298944126984127,0.02647728888888889,0.23684827936507935,0.1094815714285714,0.002561103174603173,0.011449696825396823
0.9233,0.012,0.0,0.0234,0.0269,0.1664,0.1105,0.0018,0.01,0.294,0.0634,0.2149,0.01192957572150072,0.0,0.023101145057720065,0.02650050414862914,0.2097378246392495,0.10941887976190479,0.002475963744588744,0.010679946139971136
0.9252,0.0117,0.0,0.0236,0.0268,0.1666,0.1103,0.0026,0.0113,0.2937,0.0635,0.2151,0.011890790043290054,0.0,0.02309406937229437,0.026439020779220782,0.23300999729437236,0.10902301385281385,0.00248250119047619,0.01139414393939394
0.8659,0.0114,0.0,0.0238,0.0269,0.1679,0.1104,0.0029,0.012,0.2324,0.0633,0.2149,0.011608866666666669,0.0,0.02345686666666669,0.026674399999999973,0.2016115999999998,0.10952873333333345,0.002672533333333336,0.011609666666666674
0.8509,0.0121,0.0,0.0237,0.0268,0.1684,0.1106,0.0025,0.0114,0.2169,0.0634,0.2151,0.011863333333333339,0.0,0.02361320000000001,0.02681586666666666,0.1775956,0.11040759999999991,0.0023356000000000006,0.011328799999999998
0.8504,0.0121,0.0,0.0238,0.0268,0.1679,0.1102,0.003,0.0113,0.2171,0.0633,0.2149,0.011701730952380956,0.0,0.023585890476190495,0.02669744523809522,0.17012667142857135,0.10899441190476183,0.0024829880952380963,0.010739414285714287
0.849,0.0117,0.0,0.0236,0.0269,0.1679,0.1106,0.0025,0.0107,0.2171,0.0632,0.2148,0.011610433730158735,0.0,0.023103271703296704,0.026484757570207563,0.21518359783272284,0.10914817912087912,0.0028576500610500606,0.010889747039072044
0.9656,0.0121,0.0,0.0237,0.0269,0.1672,0.1101,0.0017,0.0099,0.2168,0.0633,0.3339,0.011974966666666675,0.0,0.02284636666666666,0.02632053333333333,0.2765595666666667,0.10985576666666662,0.002319133333333333,0.010596699999999994
1.3485,0.0124,0.0,0.0234,0.027,0.1664,0.1107,0.0021,0.0105,0.2167,0.0631,0.7162,0.013256999999999984,0.0,0.02319300000000003,0.02693900000000001,0.21617999999999976,0.11040099999999979,0.004437999999999994,0.010660999999999986
1.0973,0.0123,0.0,0.0237,0.027,0.1654,0.1104,0.0033,0.0113,0.2168,0.0634,0.4637,0.012523249999999993,0.0,0.023377316666666675,0.02668883333333334,0.19648551666666642,0.10960016666666675,0.00398218333333334,0.011095933333333334
0.8496,0.0118,0.0,0.0235,0.0269,0.1665,0.1107,0.0026,0.0121,0.2169,0.0633,0.2153,0.011678666666666677,0.0,0.02280558333333333,0.026288199999999998,0.2398728666666663,0.10954294999999993,0.0030917833333333317,0.01176671666666667
0.8792,0.012,0.0,0.0234,0.0269,0.1977,0.1107,0.0023,0.0111,0.2169,0.0633,0.2149,0.0033473141655515114,0.0,0.006466354309935852,0.0725933197211071,0.08158127148574686,0.03129647846633931,0.24780805296050276,0.15165066690136914
1.1024,0.012,0.0,0.0238,0.0269,0.42,0.1105,0.0027,0.0109,0.2172,0.0633,0.2151,0.012338000000000005,0.0,0.02351200000000002,0.02680399999999997,0.3716650000000007,0.11007100000000007,0.0030310000000000003,0.010963000000000007
1.067,0.0116,0.0,0.0235,0.0268,0.3839,0.1108,0.0025,0.0118,0.217,0.0635,0.2156,0.011867000000000015,0.0,0.023347000000000003,0.026648000000000033,0.38050799999999974,0.11001099999999985,0.0025430000000000023,0.011651000000000009
1.0673,0.0121,0.0,0.024,0.0268,0.3841,0.1107,0.0024,0.0119,0.2168,0.0635,0.215,0.012067000000000003,0.0,0.023569000000000017,0.02665800000000003,0.3802619999999996,0.11001899999999983,0.002508000000000004,0.01170000000000001
1.0,0.0117,0.0,0.0235,0.0268,0.3162,0.1108,0.003,0.0118,0.2176,0.0635,0.2151,0.011234799999999994,0.0,0.022562599999999988,0.026102800000000002,0.28939079999999967,0.10757380000000011,0.0020462000000000006,0.01024580000000001
0.9808,0.0119,0.0,0.0234,0.0269,0.2971,0.1104,0.0018,0.0119,0.2186,0.0636,0.2152,0.011872583333333346,0.0,0.02335441666666668,0.026707250000000005,0.24890991666666687,0.10954925000000003,0.002372249999999998,0.011493833333333339
0.9756,0.0119,0.0,0.0235,0.0268,0.2917,0.1105,0.0029,0.0115,0.2178,0.0635,0.2155,0.011813000000000013,0.0,0.023366666666666664,0.026700000000000022,0.2803069999999996,0.10976200000000003,0.0029070000000000046,0.011354666666666662
0.8754,0.0126,0.0,0.0238,0.0269,0.1925,0.1107,0.0023,0.0112,0.217,0.0634,0.215,0.011811690512265511,0.0,0.02306005079365079,0.026403537626262623,0.22206603427128443,0.10932452911255412,0.0026920984487734494,0.010929955627705627
0.8486,0.0112,0.0,0.0235,0.0269,0.1691,0.1105,0.0023,0.0103,0.217,0.0635,0.2143,0.011582516666666667,0.0,0.02345761666666667,0.026709966666666637,0.16987560000000002,0.10938893333333334,0.001997816666666664,0.010816249999999998
0.8472,0.0114,0.0,0.0232,0.027,0.1661,0.1106,0.0023,0.0117,0.2169,0.0635,0.2145,0.011892088095238092,0.0,0.022856771428571433,0.02615383333333334,0.24757830714285733,0.10822482619047623,0.0028779285714285734,0.01098276904761905
0.8461,0.0121,0.0,0.0235,0.0268,0.1638,0.1103,0.003,0.0111,0.2171,0.0635,0.2149,0.011950666666666675,0.0,0.02300274999999998,0.026504916666666652,0.18939866666666672,0.10938166666666671,0.002064583333333332,0.010886249999999986
0.8425,0.012,0.0,0.0238,0.0269,0.1615,0.1107,0.0009,0.0112,0.217,0.0634,0.2151,0.011446216666666674,0.0,0.022614383333333352,0.025992983333333313,0.28451128333333353,0.10869661666666675,0.0031056166666666666,0.010607349999999995
0.8431,0.0122,0.0,0.0234,0.0269,0.1605,0.1107,0.0032,0.011,0.2172,0.0633,0.2147,0.012147249999999993,0.0,0.02286750000000003,0.026401499999999984,0.22077699999999997,0.10898474999999977,0.0029512500000000007,0.0110895
0.844,0.0123,0.0,0.0238,0.0269,0.162,0.1105,0.0016,0.0108,0.217,0.0634,0.2157,0.012237585714285702,0.0,0.02358987142857145,0.02677051428571425,0.17580412857142874,0.11007230000000004,0.0021230285714285697,0.010765114285714292
0.8475,0.0123,0.0,0.0235,0.0269,0.1632,0.1108,0.0036,0.0109,0.2171,0.0635,0.2157,0.011740150000000019,0.0,0.023508333333333343,0.026615333333333355,0.16872884999999976,0.10809635000000009,0.0020338500000000007,0.011573366666666687
0.8437,0.0115,0.0,0.0237,0.0269,0.1621,0.1108,0.0018,0.011,0.2171,0.0635,0.2153,0.011867985744810747,0.0,0.023555984218559218,0.026753676923076904,0.16475590253357755,0.10966797307692311,0.0020072264041514033,0.010806617368742368
0.8451,0.012,0.0,0.0237,0.027,0.1627,0.1107,0.0016,0.0117,0.2173,0.0634,0.215,0.012190561111111104,0.0,0.023623069444444447,0.02690768769841271,0.16401371428571426,0.11052769484126986,0.001945849206349206,0.01134408809523809
0.8492,0.0119,0.0,0.0237,0.027,0.1649,0.1107,0.0034,0.0113,0.2174,0.0634,0.2155,0.011848366666666681,0.0,0.02334123333333335,0.026651633333333345,0.2019252333333331,0.11008436666666652,0.0031586666666666664,0.011254133333333334
0.847,0.0114,0.0,0.0235,0.0269,0.1644,0.1108,0.0027,0.0119,0.2174,0.0633,0.2147,0.01158921904761905,0.0,0.02302349761904763,0.026426664285714285,0.23017433333333334,0.10950648809523816,0.0035555809523809523,0.011618495238095246
1.2914,0.0146,0.0,0.0235,0.0267,0.1626,0.111,0.0084,0.0112,0.2159,0.5018,0.2157,0.014055666666666673,0.0,0.022722333333333337,0.026144000000000025,0.20472366666666672,0.10802566666666676,0.006653999999999988,0.010469666666666653
1.2613,0.0145,0.0,0.0234,0.0269,0.1643,0.1105,0.0075,0.0111,0.2165,0.4712,0.2154,0.01417992142857142,0.0,0.023153178571428578,0.02637555714285715,0.17481439285714281,0.10961613571428569,0.007085578571428572,0.011607257142857146
1.2524,0.0147,0.0,0.0236,0.027,0.1654,0.111,0.0077,0.0108,0.216,0.4608,0.2154,0.014109999999999996,0.0,0.02319900000000001,0.026660000000000007,0.20414999999999978,0.10965400000000008,0.006765000000000004,0.010858999999999999
1.246,0.0147,0.0,0.0235,0.0271,0.1647,0.1109,0.0073,0.0116,0.2161,0.4548,0.2153,0.014391999999999992,0.03368300000000001,0.023017000000000013,0.026753999999999972,0.20683799999999997,0.109788,0.006460999999999989,0.011163000000000011
1.2437,0.0148,0.0,0.0236,0.0271,0.1652,0.1107,0.0073,0.0112,0.2161,0.4522,0.2155,0.01472499999999998,0.0,0.023247466666666675,0.02676159999999997,0.20799379999999995,0.11045106666666653,0.007216733333333324,0.010996399999999995
1.2636,0.0149,0.0,0.0233,0.0272,0.1648,0.1108,0.0079,0.0105,0.2259,0.4629,0.2154,0.014764999999999981,0.0,0.02324750000000001,0.026916,0.16682949999999977,0.11038849999999992,0.007708500000000011,0.010684499999999986
1.2693,0.0141,0.0,0.0231,0.027,0.1646,0.111,0.0078,0.0106,0.231,0.4641,0.216,0.01419999999999999,0.0,0.022542,0.025871999999999992,0.2681629999999999,0.10848599999999994,0.006944000000000005,0.01132099999999999
1.2681,0.0148,0.0,0.0235,0.0268,0.1651,0.111,0.0067,0.0114,0.2321,0.4606,0.2161,0.014426599999999986,0.0,0.0231026,0.0263835,0.17509590000000014,0.10924679999999999,0.006666400000000005,0.011177700000000002
1.2506,0.0147,0.0,0.0233,0.027,0.1657,0.1106,0.0064,0.0108,0.2167,0.4594,0.216,0.014131599999999996,0.0,0.02313551666666668,0.026771733333333353,0.19431350000000006,0.11084783333333327,0.006062033333333332,0.01083738333333333
1.249,0.0147,0.0,0.0235,0.0268,0.1653,0.1108,0.0077,0.0108,0.2161,0.458,0.2153,0.013024999999999991,0.0,0.022531999999999976,0.02623500000000001,0.2628339999999997,0.10829899999999988,0.004431999999999992,0.010755000000000006
1.2879,0.0147,0.0,0.0234,0.0268,0.1655,0.1109,0.0069,0.0113,0.216,0.4567,0.2557,0.01463303333333333,0.0,0.023067266666666683,0.026538933333333358,0.20710173333333345,0.11056896666666674,0.00718513333333334,0.010972199999999998
1.7468,0.015,0.0,0.0231,0.0269,0.1636,0.1107,0.0085,0.0109,0.2156,0.4557,0.7168,0.014270599999999982,0.0,0.022728299999999972,0.18269349999999995,0.23718319999999987,0.10947389999999985,0.0066793999999999985,0.0106787
1.7483,0.0149,0.0,0.0232,0.027,0.1662,0.1111,0.0093,0.0108,0.2156,0.4539,0.7163,0.014300899999999984,0.0,0.022477783333333345,0.10463875,0.2717831333333333,0.10881335000000003,0.007685766666666668,0.01041888333333333
1.3057,0.0147,0.0,0.023,0.0268,0.1666,0.1104,0.0086,0.0116,0.2159,0.453,0.2751,0.014074499999999995,0.0,0.022777499999999985,0.026576500000000013,0.2178669999999999,0.10940950000000002,0.007044500000000009,0.011388500000000013
1.2438,0.0146,0.0,0.0236,0.0269,0.1659,0.1108,0.0075,0.0108,0.2161,0.4521,0.2155,0.014593999999999966,0.0,0.02278006666666665,0.0262968,0.2652874,0.1101033666666667,0.007046533333333334,0.010691700000000002
1.2448,0.0145,0.0,0.0232,0.0269,0.1677,0.1107,0.0076,0.0115,0.2163,0.4511,0.2153,0.014407714285714272,0.0,0.023220285714285752,0.02671960714285715,0.16503582142857137,0.11045839285714287,0.007980214285714287,0.01132442857142857
1.2435,0.0146,0.0,0.0233,0.0267,0.1665,0.1105,0.0081,0.0111,0.2177,0.4498,0.2152,0.014654999999999972,0.0,0.023279266666666684,0.026729199999999967,0.1842885999999998,0.11048096666666662,0.007715133333333329,0.011058300000000004
1.2431,0.0147,0.0,0.0234,0.0269,0.1668,0.1107,0.0076,0.0115,0.2175,0.4486,0.2154,0.014044000000000001,0.0,0.023117000000000033,0.026675999999999984,0.20072199999999984,0.1098169999999998,0.006860000000000005,0.011162999999999992
